"Purchase","WeekofPurchase","StoreID","PriceCH","PriceMM","DiscCH","DiscMM","SpecialCH","SpecialMM","LoyalCH","PriceDiff"
"CH",278,7,2.06,2.13,0,0,0,0,0.982408,0.07
"CH",230,4,1.79,1.79,0,0,0,0,0.52,0
"MM",273,4,1.99,2.09,0,0.4,0,0,0.616,-0.3
"MM",227,4,1.79,1.79,0,0,0,1,0.5,0
"MM",229,4,1.79,1.79,0,0,0,0,0.4,0
"MM",230,4,1.79,1.79,0,0,0,0,0.32,0
"MM",252,4,1.99,2.23,0,0,0,0,0.5,0.24
"CH",265,4,1.99,2.09,0.1,0,0,0,0.4,0.2
"CH",262,4,1.99,2.09,0,0,0,0,0.6,0.1
"MM",275,7,1.99,2.13,0,0.54,1,0,0.6,-0.4
"MM",259,7,1.86,2.18,0,0,0,0,0.4,0.32
"MM",261,7,1.86,2.13,0,0.24,0,0,0.32,0.03
"MM",240,4,1.79,2.23,0,0,0,0,0.5,0.44
"MM",244,1,1.86,2.09,0,0,0,0,0.4,0.23
"MM",233,7,1.75,1.99,0,0.4,1,0,0.4,-0.16
"MM",256,3,1.99,2.29,0,0,0,0,0.32,0.3
"MM",258,2,1.86,2.18,0,0,0,0,0.256,0.32
"CH",264,7,1.86,2.13,0.37,0,1,0,0.2048,0.64
"CH",266,2,1.86,2.18,0,0,0,0,0.36384,0.32
"MM",267,1,1.86,1.99,0,0.2,0,1,0.491072,-0.07
"MM",274,2,1.96,2.18,0,0.8,0,1,0.392858,-0.58
"CH",274,7,1.86,2.13,0.47,0.54,1,0,0.314286,0.2
"MM",228,1,1.69,1.69,0,0,0,0,0.5,0
"MM",237,2,1.75,1.99,0,0,0,0,0.4,0.24
"CH",258,1,1.76,2.18,0,0,0,0,0.32,0.42
"MM",228,2,1.69,1.69,0,0,0,0,0.256,0
"MM",229,2,1.69,1.69,0,0,0,0,0.2048,0
"MM",236,2,1.75,1.99,0,0,0,0,0.16384,0.24
"MM",242,2,1.75,1.99,0.16,0.3,0,1,0.131072,0.1
"CH",254,2,1.89,2.09,0.13,0,0,0,0.104858,0.33
"CH",257,2,1.86,2.18,0,0,0,0,0.283886,0.32
"MM",260,2,1.86,2.18,0,0.7,0,0,0.427109,-0.38
"CH",227,7,1.69,1.69,0,0,0,1,0.072993,0
"MM",227,2,1.69,1.69,0,0,0,0,0.258395,0
"MM",228,2,1.69,1.69,0,0,0,0,0.206716,0
"MM",229,2,1.69,1.69,0,0,0,0,0.165373,0
"MM",230,7,1.69,1.99,0,0,0,1,0.132298,0.3
"MM",233,2,1.69,1.69,0,0,0,0,0.105838,0
"CH",235,7,1.75,1.99,0,0.4,0,0,0.084671,-0.16
"MM",236,2,1.75,1.99,0,0,0,0,0.267737,0.24
"MM",237,2,1.75,1.99,0,0,0,0,0.214189,0.24
"MM",237,2,1.75,1.99,0,0,0,0,0.171351,0.24
"CH",239,7,1.79,2.09,0,0,0,0,0.137081,0.3
"MM",240,7,1.86,2.09,0,0,0,0,0.309665,0.23
"MM",242,2,1.75,1.99,0.16,0.3,0,1,0.247732,0.1
"CH",257,7,1.86,2.18,0,0,0,0,0.198186,0.32
"MM",258,7,1.86,2.18,0,0,0,0,0.358548,0.32
"CH",264,7,1.86,2.13,0.37,0,1,0,0.286839,0.64
"MM",271,7,1.86,2.13,0,0,0,0,0.429471,0.27
"MM",272,3,1.99,2.09,0,0.4,0,0,0.343577,-0.3
"MM",272,2,1.86,2.18,0,0.06,0,0,0.274861,0.26
"MM",274,7,1.86,2.13,0.47,0.54,1,0,0.219889,0.2
"MM",274,2,1.96,2.18,0,0.8,0,1,0.175911,-0.58
"MM",275,7,1.99,2.13,0,0.54,1,0,0.140729,-0.4
"MM",276,7,1.99,2.13,0,0.54,0,1,0.112583,-0.4
"MM",227,1,1.69,1.69,0,0,0,0,0.433472,0
"MM",236,1,1.75,1.99,0,0,0,0,0.346778,0.24
"CH",243,1,1.86,1.99,0,0.8,0,1,0.277422,-0.67
"MM",255,7,1.86,2.18,0,0,0,0,0.421938,0.32
"MM",261,7,1.86,2.13,0,0.24,0,0,0.33755,0.03
"MM",230,3,1.79,1.79,0,0,0,0,0.283886,0
"MM",234,7,1.75,1.99,0,0.4,1,0,0.227109,-0.16
"MM",235,3,1.79,2.09,0,0,0,0,0.181687,0.3
"MM",238,3,1.79,2.09,0,0,0,0,0.14535,0.3
"MM",241,3,1.79,2.23,0,0,0,0,0.11628,0.44
"MM",244,7,1.86,2.09,0,0.2,0,0,0.093024,0.03
"MM",257,3,1.99,2.29,0,0.4,0,1,0.074419,-0.1
"MM",258,2,1.86,2.18,0,0,0,0,0.059535,0.32
"MM",259,3,1.99,2.29,0,0,0,0,0.047628,0.3
"MM",260,3,1.99,2.09,0,0,0,0,0.038103,0.1
"MM",261,3,1.99,2.09,0,0,0,0,0.030482,0.1
"CH",232,2,1.69,1.69,0,0,1,0,0.4352,0
"CH",235,2,1.69,1.99,0,0,0,0,0.54816,0.3
"CH",242,3,1.99,2.23,0,0,0,0,0.416,0.24
"CH",277,3,2.09,2.09,0.2,0.4,0,0,0.5328,-0.2
"CH",262,4,1.99,2.09,0,0,0,0,0.104858,0.1
"CH",264,7,1.86,2.13,0.37,0,1,0,0.283886,0.64
"MM",265,7,1.86,2.13,0.37,0,1,0,0.427109,0.64
"MM",267,4,1.99,2.09,0.1,0,0,0,0.341687,0.2
"MM",270,4,1.99,2.09,0.1,0,0,0,0.27335,0.2
"MM",272,7,1.86,2.13,0,0,0,0,0.21868,0.27
"CH",234,7,1.75,1.99,0,0.4,1,0,0.5,-0.16
"MM",243,1,1.86,1.99,0,0.8,0,1,0.6,-0.67
"MM",257,4,1.99,2.29,0,0.4,0,1,0.48,-0.1
"MM",261,1,1.76,1.99,0,0,0,0,0.384,0.23
"CH",265,1,1.76,1.99,0,0.1,0,0,0.3072,0.13
"MM",275,1,1.96,2.13,0,0.74,0,1,0.44576,-0.57
"MM",243,1,1.86,1.99,0,0.8,0,1,0.6,-0.67
"CH",251,1,1.76,2.09,0,0,0,0,0.48,0.33
"CH",256,1,1.76,2.18,0,0,0,0,0.584,0.42
"CH",257,1,1.76,2.18,0,0,0,0,0.6672,0.42
"CH",258,1,1.76,2.18,0,0,0,0,0.73376,0.42
"CH",261,1,1.76,1.99,0,0,0,0,0.787008,0.23
"CH",266,1,1.86,1.99,0,0.1,0,0,0.829606,0.03
"MM",275,1,1.96,2.13,0,0.74,0,1,0.863685,-0.57
"CH",233,7,1.75,1.99,0,0.4,1,0,0.524608,-0.16
"CH",256,7,1.86,2.18,0,0,0,0,0.619686,0.32
"MM",260,3,1.99,2.09,0,0,0,0,0.695749,0.1
"MM",262,2,1.86,2.18,0,0.6,0,1,0.556599,-0.28
"MM",263,2,1.86,2.18,0,0,0,1,0.445279,0.32
"CH",264,7,1.86,2.13,0.37,0,1,0,0.356224,0.64
"CH",267,2,1.86,2.18,0,0.4,0,1,0.484979,-0.08
"CH",268,2,1.86,2.18,0,0,0,1,0.587983,0.32
"MM",271,3,1.99,2.09,0.1,0.4,1,0,0.670386,-0.2
"CH",272,2,1.86,2.18,0,0.06,0,0,0.536309,0.26
"CH",274,7,1.86,2.13,0.47,0.54,1,0,0.629047,0.2
"MM",275,7,1.99,2.13,0,0.54,1,0,0.703238,-0.4
"MM",275,2,1.96,2.18,0,0.8,0,1,0.56259,-0.58
"MM",277,3,2.09,2.09,0.2,0.4,0,0,0.450072,-0.2
"MM",246,2,1.89,2.09,0,0,0,0,0.48,0.2
"CH",227,4,1.79,1.79,0,0,0,1,0.48,0
"CH",228,7,1.69,1.69,0,0,0,0,0.584,0
"CH",255,7,1.86,2.18,0,0,0,0,0.6672,0.32
"CH",265,7,1.86,2.13,0.37,0,1,0,0.73376,0.64
"CH",267,7,1.86,2.13,0,0,1,0,0.787008,0.27
"CH",269,7,1.86,2.13,0.27,0,1,0,0.829606,0.54
"CH",271,7,1.86,2.13,0,0,0,0,0.863685,0.27
"CH",272,7,1.86,2.13,0,0,0,0,0.890948,0.27
"CH",274,7,1.86,2.13,0.47,0.54,1,0,0.912758,0.2
"CH",274,7,1.86,2.13,0.47,0.54,1,0,0.5,0.2
"MM",275,2,1.96,2.18,0,0.8,0,1,0.6,-0.58
"MM",276,7,1.99,2.13,0,0.54,0,1,0.48,-0.4
"CH",277,7,1.99,2.13,0.5,0,0,1,0.384,0.64
"MM",246,7,1.86,2.09,0,0,0,0,0.256,0.23
"CH",253,7,1.86,2.09,0.1,0,0,0,0.4,0.33
"CH",266,7,1.86,2.13,0.37,0,1,0,0.52,0.64
"CH",266,7,1.86,2.13,0.37,0,1,0,0.616,0.64
"CH",267,7,1.86,2.13,0,0,1,0,0.6928,0.27
"CH",269,7,1.86,2.13,0.27,0,1,0,0.75424,0.54
"CH",274,7,1.86,2.13,0.47,0.54,1,0,0.803392,0.2
"CH",253,2,1.89,2.09,0.13,0,0,0,0.6,0.33
"CH",255,2,1.89,2.18,0.13,0,0,0,0.68,0.42
"CH",264,2,1.86,2.18,0,0,0,0,0.584,0.32
"CH",235,3,1.79,2.09,0,0,0,0,0.5,0.3
"CH",236,3,1.79,2.09,0,0,0,0,0.6,0.3
"CH",237,2,1.75,1.99,0,0,0,0,0.68,0.24
"CH",238,2,1.75,1.99,0,0,0,0,0.744,0.24
"CH",239,3,1.79,2.23,0,0,0,0,0.7952,0.44
"CH",240,2,1.75,1.99,0,0.3,0,1,0.83616,-0.06
"CH",241,3,1.79,2.23,0,0,0,0,0.868928,0.44
"CH",242,2,1.75,1.99,0.16,0.3,0,1,0.895142,0.1
"CH",245,3,1.99,2.23,0,0,0,0,0.916114,0.24
"CH",246,3,1.99,2.23,0,0,0,0,0.5,0.24
"MM",267,3,1.99,2.09,0.1,0,0,0,0.6,0.2
"MM",232,2,1.69,1.69,0,0,1,0,0.5,0
"MM",262,2,1.86,2.18,0,0.6,0,1,0.4,-0.28
"MM",267,2,1.86,2.18,0,0.4,0,1,0.32,-0.08
"MM",274,2,1.96,2.18,0,0.8,0,1,0.256,-0.58
"MM",276,7,1.99,2.13,0,0.54,0,1,0.2048,-0.4
"CH",229,3,1.79,1.79,0,0,0,0,0.4,0
"CH",232,3,1.79,2.09,0,0,0,0,0.52,0.3
"CH",235,3,1.79,2.09,0,0,0,0,0.616,0.3
"CH",240,3,1.79,2.23,0,0,0,0,0.6928,0.44
"CH",244,3,1.99,2.23,0,0,0,0,0.75424,0.24
"CH",248,3,1.99,2.23,0,0,0,0,0.803392,0.24
"CH",249,3,1.99,2.23,0,0,0,0,0.842714,0.24
"CH",252,3,1.99,2.23,0,0,0,0,0.874171,0.24
"CH",255,3,1.99,2.29,0,0,0,0,0.899337,0.3
"CH",258,3,1.99,2.29,0,0,0,0,0.919469,0.3
"CH",260,3,1.99,2.09,0,0,0,0,0.935575,0.1
"CH",263,3,1.99,2.09,0,0,0,0,0.94846,0.1
"CH",266,3,1.99,2.09,0.1,0,0,0,0.958768,0.2
"CH",269,3,1.99,2.09,0.1,0,0,0,0.967015,0.2
"CH",271,3,1.99,2.09,0.1,0.4,1,0,0.973612,-0.2
"CH",274,3,1.99,2.09,0,0.4,0,0,0.978889,-0.3
"CH",276,3,2.09,2.09,0.2,0.4,0,0,0.983112,-0.2
"CH",278,3,2.09,2.09,0.2,0,0,0,0.986489,0.2
"CH",231,2,1.69,1.69,0.3,0,1,0,0.5,0.3
"CH",257,2,1.86,2.18,0,0,0,0,0.6,0.32
"CH",259,2,1.86,2.18,0,0.4,0,1,0.68,-0.08
"MM",275,2,1.96,2.18,0,0.8,0,1,0.744,-0.58
"MM",241,1,1.86,1.99,0,0.3,0,1,0.5,-0.17
"MM",277,7,1.99,2.13,0.5,0,0,1,0.4,0.64
"MM",262,1,1.76,1.99,0,0.4,0,1,0.5,-0.17
"MM",263,1,1.76,1.99,0,0.4,0,1,0.4,-0.17
"CH",242,3,1.99,2.23,0,0,0,0,0.6,0.24
"CH",247,2,1.89,2.09,0,0,0,0,0.68,0.2
"CH",250,2,1.89,2.09,0,0,0,0,0.744,0.2
"CH",236,7,1.75,1.99,0,0.4,0,0,0.6,-0.16
"MM",236,2,1.75,1.99,0,0,0,0,0.68,0.24
"CH",237,7,1.75,1.99,0,0.4,0,0,0.544,-0.16
"CH",238,4,1.79,2.09,0,0,0,0,0.6352,0.3
"CH",239,2,1.75,1.99,0,0.3,0,1,0.70816,-0.06
"CH",254,7,1.86,2.18,0,0,0,0,0.766528,0.32
"CH",263,7,1.86,2.13,0.27,0,0,0,0.813222,0.54
"CH",264,7,1.86,2.13,0.37,0,1,0,0.850578,0.64
"CH",266,4,1.99,2.09,0.1,0,0,0,0.880462,0.2
"CH",259,7,1.86,2.18,0,0,0,0,0.32,0.32
"MM",274,7,1.86,2.13,0.47,0.54,1,0,0.5,0.2
"CH",274,7,1.86,2.13,0.47,0.54,1,0,0.4,0.2
"CH",259,7,1.86,2.18,0,0,0,0,0.5,0.32
"CH",274,7,1.86,2.13,0.47,0.54,1,0,0.6,0.2
"MM",228,3,1.79,1.79,0,0,0,0,0.26624,0
"MM",231,2,1.69,1.69,0.3,0,1,0,0.212992,0.3
"MM",232,2,1.69,1.69,0,0,1,0,0.170394,0
"MM",234,2,1.69,1.99,0,0,0,0,0.136315,0.3
"MM",235,2,1.69,1.99,0,0,0,0,0.109052,0.3
"MM",236,2,1.75,1.99,0,0,0,0,0.087242,0.24
"MM",236,7,1.75,1.99,0,0.4,0,0,0.069793,-0.16
"MM",238,2,1.75,1.99,0,0,0,0,0.055835,0.24
"MM",239,2,1.75,1.99,0,0.3,0,1,0.044668,-0.06
"CH",241,1,1.86,1.99,0,0.3,0,1,0.035734,-0.17
"MM",245,2,1.89,2.09,0,0,0,0,0.228587,0.2
"CH",251,2,1.89,2.09,0.13,0,0,0,0.18287,0.33
"CH",258,7,1.86,2.18,0,0,0,0,0.346296,0.32
"MM",275,1,1.96,2.13,0,0.74,0,1,0.477037,-0.57
"MM",276,1,1.99,2.13,0,0,0,1,0.381629,0.14
"CH",233,7,1.75,1.99,0,0.4,1,0,0.5,-0.16
"CH",270,7,1.86,2.13,0.27,0,1,0,0.6,0.54
"MM",245,2,1.89,2.09,0,0,0,0,0.5,0.2
"CH",278,7,2.06,2.13,0,0,0,0,0.4,0.07
"CH",230,4,1.79,1.79,0,0,0,0,0.6672,0
"CH",253,1,1.76,2.09,0,0,0,0,0.5,0.33
"CH",266,7,1.86,2.13,0.37,0,1,0,0.6,0.64
"MM",227,4,1.79,1.79,0,0,0,1,0.4,0
"MM",233,7,1.75,1.99,0,0.4,1,0,0.4,-0.16
"CH",277,7,1.99,2.13,0.5,0,0,1,0.32,0.64
"MM",247,1,1.86,2.09,0,0,0,0,0.5,0.23
"MM",253,1,1.76,2.09,0,0,0,0,0.4,0.33
"MM",236,3,1.79,2.09,0,0,0,0,0.077677,0.3
"CH",237,3,1.79,2.09,0,0,0,0,0.062142,0.3
"MM",240,3,1.79,2.23,0,0,0,0,0.249713,0.44
"CH",255,3,1.99,2.29,0,0,0,0,0.199771,0.3
"MM",256,3,1.99,2.29,0,0,0,0,0.359817,0.3
"CH",270,3,1.99,2.09,0.1,0,0,0,0.287853,0.2
"CH",230,7,1.69,1.99,0,0,0,1,0.6,0.3
"CH",250,7,1.86,2.09,0,0,0,0,0.5,0.23
"CH",272,7,1.86,2.13,0,0,0,0,0.6,0.27
"CH",254,7,1.86,2.18,0,0,0,0,0.5,0.32
"CH",255,7,1.86,2.18,0,0,0,0,0.6,0.32
"CH",258,7,1.86,2.18,0,0,0,0,0.68,0.32
"CH",260,7,1.86,2.13,0,0.24,0,0,0.744,0.03
"CH",263,7,1.86,2.13,0.27,0,0,0,0.7952,0.54
"CH",264,7,1.86,2.13,0.37,0,1,0,0.83616,0.64
"CH",265,7,1.86,2.13,0.37,0,1,0,0.868928,0.64
"CH",272,7,1.86,2.13,0,0,0,0,0.895142,0.27
"CH",231,1,1.69,1.69,0.3,0.2,1,0,0.5,0.1
"MM",234,7,1.75,1.99,0,0.4,1,0,0.6,-0.16
"CH",251,7,1.86,2.09,0.1,0,0,0,0.48,0.33
"CH",253,7,1.86,2.09,0.1,0,0,0,0.584,0.33
"CH",254,7,1.86,2.18,0,0,0,0,0.6672,0.32
"CH",254,7,1.86,2.18,0,0,0,0,0.73376,0.32
"CH",255,7,1.86,2.18,0,0,0,0,0.787008,0.32
"CH",256,7,1.86,2.18,0,0,0,0,0.829606,0.32
"CH",257,7,1.86,2.18,0,0,0,0,0.863685,0.32
"CH",258,7,1.86,2.18,0,0,0,0,0.890948,0.32
"CH",259,7,1.86,2.18,0,0,0,0,0.912758,0.32
"CH",259,7,1.86,2.18,0,0,0,0,0.930207,0.32
"CH",260,7,1.86,2.13,0,0.24,0,0,0.944165,0.03
"CH",260,7,1.86,2.13,0,0.24,0,0,0.955332,0.03
"CH",261,7,1.86,2.13,0,0.24,0,0,0.964266,0.03
"CH",262,7,1.86,2.13,0,0,0,0,0.971413,0.27
"CH",262,7,1.86,2.13,0,0,0,0,0.97713,0.27
"CH",264,7,1.86,2.13,0.37,0,1,0,0.981704,0.64
"CH",265,7,1.86,2.13,0.37,0,1,0,0.985363,0.64
"CH",266,1,1.86,1.99,0,0.1,0,0,0.988291,0.03
"CH",267,7,1.86,2.13,0,0,1,0,0.990633,0.27
"CH",269,7,1.86,2.13,0.27,0,1,0,0.992506,0.54
"CH",277,7,1.99,2.13,0.5,0,0,1,0.994005,0.64
"MM",251,7,1.86,2.09,0.1,0,0,0,0.6,0.33
"CH",233,7,1.75,1.99,0,0.4,1,0,0.2048,-0.16
"CH",259,7,1.86,2.18,0,0,0,0,0.36384,0.32
"CH",259,7,1.86,2.18,0,0,0,0,0.491072,0.32
"CH",260,7,1.86,2.13,0,0.24,0,0,0.592858,0.03
"CH",262,7,1.86,2.13,0,0,0,0,0.674286,0.27
"CH",262,7,1.86,2.13,0,0,0,0,0.739429,0.27
"CH",264,1,1.76,1.99,0,0.4,0,0,0.791543,-0.17
"CH",265,1,1.76,1.99,0,0.1,0,0,0.833234,0.13
"CH",267,7,1.86,2.13,0,0,1,0,0.866588,0.27
"CH",269,7,1.86,2.13,0.27,0,1,0,0.89327,0.54
"CH",270,1,1.86,2.18,0,0,0,0,0.914616,0.32
"CH",271,1,1.86,2.18,0,0,0,0,0.931693,0.32
"CH",272,1,1.86,2.18,0,0,0,0,0.945354,0.32
"CH",272,1,1.86,2.18,0,0,0,0,0.956283,0.32
"CH",273,7,1.86,2.13,0,0.54,0,0,0.965027,-0.27
"CH",274,7,1.86,2.13,0.47,0.54,1,0,0.972021,0.2
"MM",242,2,1.75,1.99,0.16,0.3,0,1,0.4,0.1
"CH",256,2,1.89,2.18,0.13,0,0,0,0.32,0.42
"MM",260,2,1.86,2.18,0,0.7,0,0,0.456,-0.38
"CH",246,3,1.99,2.23,0,0,0,0,0.5,0.24
"CH",274,7,1.86,2.13,0.47,0.54,1,0,0.6,0.2
"MM",242,1,1.86,1.99,0,0.3,0,1,0.3072,-0.17
"CH",239,3,1.79,2.23,0,0,0,0,0.813222,0.44
"CH",241,3,1.79,2.23,0,0,0,0,0.850578,0.44
"CH",244,3,1.99,2.23,0,0,0,0,0.880462,0.24
"CH",268,3,1.99,2.09,0.1,0,0,0,0.90437,0.2
"CH",237,3,1.79,2.09,0,0,0,0,0.540992,0.3
"MM",248,3,1.99,2.23,0,0,0,0,0.5,0.24
"MM",262,2,1.86,2.18,0,0.6,0,1,0.4,-0.28
"CH",233,3,1.79,2.09,0,0,0,0,0.5072,0.3
"MM",236,2,1.75,1.99,0,0,0,0,0.60576,0.24
"CH",237,2,1.75,1.99,0,0,0,0,0.484608,0.24
"CH",238,2,1.75,1.99,0,0,0,0,0.587686,0.24
"CH",239,3,1.79,2.23,0,0,0,0,0.670149,0.44
"CH",240,2,1.75,1.99,0,0.3,0,1,0.736119,-0.06
"CH",241,3,1.79,2.23,0,0,0,0,0.788895,0.44
"CH",247,3,1.99,2.23,0,0,0,0,0.831116,0.24
"CH",248,3,1.99,2.23,0,0,0,0,0.864893,0.24
"CH",249,2,1.89,2.09,0,0,0,0,0.891914,0.2
"CH",251,2,1.89,2.09,0.13,0,0,0,0.913532,0.33
"CH",254,2,1.89,2.09,0.13,0,0,0,0.930825,0.33
"CH",260,2,1.86,2.18,0,0.7,0,0,0.94466,-0.38
"CH",261,2,1.86,2.18,0,0,0,0,0.955728,0.32
"CH",262,3,1.99,2.09,0,0,0,0,0.964583,0.1
"CH",266,2,1.86,2.18,0,0,0,0,0.971666,0.32
"CH",269,2,1.86,2.18,0,0,0,0,0.977333,0.32
"CH",270,2,1.86,2.18,0,0,0,0,0.981866,0.32
"MM",271,2,1.86,2.18,0,0.06,0,0,0.985493,0.26
"CH",271,2,1.86,2.18,0,0.06,0,0,0.788394,0.26
"CH",253,1,1.76,2.09,0,0,0,0,0.6,0.33
"CH",266,7,1.86,2.13,0.37,0,1,0,0.68,0.64
"CH",265,7,1.86,2.13,0.37,0,1,0,0.4,0.64
"CH",267,7,1.86,2.13,0,0,1,0,0.52,0.27
"MM",228,2,1.69,1.69,0,0,0,0,0.5,0
"MM",243,1,1.86,1.99,0,0.8,0,1,0.4,-0.67
"MM",256,2,1.89,2.18,0.13,0,0,0,0.4,0.42
"MM",259,2,1.86,2.18,0,0.4,0,1,0.32,-0.08
"MM",261,2,1.86,2.18,0,0,0,0,0.256,0.32
"CH",254,4,1.99,2.29,0,0,1,0,0.5,0.3
"CH",260,1,1.76,1.99,0,0.2,0,0,0.6,0.03
"CH",266,1,1.86,1.99,0,0.1,0,0,0.68,0.03
"MM",267,1,1.86,1.99,0,0.2,0,1,0.744,-0.07
"MM",268,1,1.86,1.99,0,0.2,0,1,0.5952,-0.07
"CH",270,1,1.86,2.18,0,0,0,0,0.47616,0.32
"CH",273,1,1.86,2.18,0,0,0,0,0.580928,0.32
"CH",274,1,1.96,2.13,0,0.74,0,1,0.664742,-0.57
"MM",274,1,1.96,2.13,0,0.74,0,1,0.731794,-0.57
"CH",277,1,1.99,2.13,0.24,0,0,0,0.585435,0.38
"MM",235,7,1.75,1.99,0,0.4,0,0,0.4,-0.16
"MM",240,7,1.86,2.09,0,0,0,0,0.32,0.23
"MM",242,3,1.99,2.23,0,0,0,0,0.256,0.24
"MM",243,7,1.86,2.09,0,0.2,0,0,0.2048,0.03
"MM",254,7,1.86,2.18,0,0,0,0,0.16384,0.32
"MM",256,7,1.86,2.18,0,0,0,0,0.131072,0.32
"MM",259,7,1.86,2.18,0,0,0,0,0.104858,0.32
"MM",260,7,1.86,2.13,0,0.24,0,0,0.083886,0.03
"MM",278,7,2.06,2.13,0,0,0,0,0.067109,0.07
"MM",227,3,1.79,1.79,0,0,0,1,0.053687,0
"MM",228,3,1.79,1.79,0,0,0,0,0.04295,0
"MM",229,3,1.79,1.79,0,0,0,0,0.03436,0
"MM",230,3,1.79,1.79,0,0,0,0,0.027488,0
"MM",231,3,1.79,1.79,0,0,0,0,0.02199,0
"MM",232,3,1.79,2.09,0,0,0,0,0.017592,0.3
"MM",233,3,1.79,2.09,0,0,0,0,0.014074,0.3
"MM",234,3,1.79,2.09,0,0,0,0,0.011259,0.3
"MM",235,3,1.79,2.09,0,0,0,0,0.009007,0.3
"MM",236,3,1.79,2.09,0,0,0,0,0.007206,0.3
"MM",241,3,1.79,2.23,0,0,0,0,0.005765,0.44
"MM",245,3,1.99,2.23,0,0,0,0,0.004612,0.24
"MM",247,3,1.99,2.23,0,0,0,0,0.003689,0.24
"MM",248,3,1.99,2.23,0,0,0,0,0.002951,0.24
"MM",249,3,1.99,2.23,0,0,0,0,0.002361,0.24
"MM",250,3,1.99,2.23,0,0,0,0,0.001889,0.24
"MM",254,3,1.99,2.29,0,0,1,0,0.001511,0.3
"MM",255,3,1.99,2.29,0,0,0,0,0.001209,0.3
"MM",256,3,1.99,2.29,0,0,0,0,0.000967,0.3
"MM",257,3,1.99,2.29,0,0.4,0,1,0.000774,-0.1
"MM",259,3,1.99,2.29,0,0,0,0,0.000619,0.3
"MM",259,3,1.99,2.29,0,0,0,0,0.000495,0.3
